CustomerID,recency,frequency,monetary,r_score,f_score,m_score,fm_score,rfm_score,rfm_segment,Country
13124,81,3,3866.3299999999977,2,3,4,4,3.0,Can’t Lose Them,United Kingdom
13636,28,5,949.11999999999978,3,4,3,4,3.33,Loyal Customers,United Kingdom
13892,18,4,632.97000000000014,3,3,2,3,2.67,Potential Loyalists,United Kingdom
14148,225,1,157.2,1,1,1,1,1.0,Lost,United Kingdom
14404,25,6,1474.3200000000002,3,4,3,4,3.33,Loyal Customers,United Kingdom
14660,78,2,285.73999999999995,2,2,1,2,1.67,Customers Needing Attention,United Kingdom
14916,62,4,1268.9799999999998,2,3,3,3,2.67,At Risk,United Kingdom
15172,62,4,1247.95,2,3,3,3,2.67,At Risk,United Kingdom
15428,7,1,93.78,4,1,1,1,2.0,Promising,United Kingdom
15940,303,1,35.8,1,1,1,1,1.0,Lost,United Kingdom
16708,37,1,656.62999999999988,3,1,3,2,2.33,Promising,United Kingdom
17220,16,14,3198.2500000000023,4,4,4,4,4.0,Champions,United Kingdom
17732,364,1,303.97,1,1,1,1,1.0,Lost,United Kingdom
17988,3,7,201.11999999999998,4,4,1,3,3.0,Recent Customers,United Kingdom
12357,25,1,6207.67,3,1,4,3,2.67,Potential Loyalists,Switzerland
12613,49,5,3344.3799999999987,3,4,4,4,3.67,Loyal Customers,Germany
13381,23,6,3639.31,3,4,4,4,3.67,Loyal Customers,United Kingdom
13637,44,3,810.49999999999989,3,3,3,3,3.0,Potential Loyalists,United Kingdom
13893,289,1,821.0999999999998,1,1,3,2,1.67,Hibernating,United Kingdom
14149,212,1,446.62,1,1,2,2,1.33,Hibernating,United Kingdom
14661,18,1,107.95,3,1,1,1,1.67,Promising,United Kingdom
15429,18,2,397.3499999999998,3,2,2,2,2.33,Promising,United Kingdom
16709,76,5,3029.8700000000008,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
16965,218,1,201.19,1,1,1,1,1.0,Lost,United Kingdom
17221,28,1,132.28,3,1,1,1,1.67,Promising,United Kingdom
17733,30,2,692.19,3,2,3,3,2.67,Potential Loyalists,United Kingdom
18245,141,6,1672.809999999999,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
12358,142,1,484.85999999999996,2,1,2,2,1.67,Customers Needing Attention,Austria
12614,269,1,315.6,1,1,2,2,1.33,Hibernating,Germany
13126,36,7,1730.2000000000003,3,4,4,4,3.67,Loyal Customers,United Kingdom
13382,272,1,222.99000000000004,1,1,1,1,1.0,Lost,United Kingdom
13638,7,1,122.64000000000001,4,1,1,1,2.0,Promising,United Kingdom
13894,15,3,564.62,4,3,2,3,3.0,Recent Customers,United Kingdom
14150,27,2,658.63999999999987,3,2,3,3,2.67,Potential Loyalists,United Kingdom
14406,111,1,156.75,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
14662,20,4,771.17000000000041,3,3,3,3,3.0,Potential Loyalists,United Kingdom
14918,107,2,1610.1499999999996,2,2,4,3,2.67,At Risk,United Kingdom
15174,314,1,135.74999999999997,1,1,1,1,1.0,Lost,United Kingdom
15942,125,1,337.44,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
16198,67,1,400.68100000000004,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
16454,36,2,6.9,3,2,1,2,2.0,Promising,United Kingdom
16710,11,10,2483.0399999999995,4,4,4,4,4.0,Champions,United Kingdom
16966,7,6,1769.17,4,4,4,4,4.0,Champions,United Kingdom
17222,57,1,354.15000000000003,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
17734,45,3,700.63,3,3,3,3,3.0,Potential Loyalists,United Kingdom
17990,228,3,630.84,1,3,2,3,2.0,At Risk,United Kingdom
18246,15,2,596.1,4,2,2,2,2.67,Recent Customers,United Kingdom
12359,49,4,6372.5800000000054,3,3,4,4,3.33,Loyal Customers,Cyprus
12615,28,3,1868.3400000000001,3,3,4,4,3.33,Loyal Customers,France
12871,76,2,380.64000000000004,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
13127,69,1,259.17,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
13639,66,1,1033.34,2,1,3,2,2.0,Customers Needing Attention,United Kingdom
13895,20,4,2593.0699999999983,3,3,4,4,3.33,Loyal Customers,United Kingdom
14407,99,6,2157.7299999999996,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
15175,63,1,224.14000000000001,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
15687,15,8,2741.51,4,4,4,4,4.0,Champions,United Kingdom
16455,55,7,1841.1800000000003,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
16711,18,4,1355.4299999999998,3,3,3,3,3.0,Potential Loyalists,United Kingdom
16967,181,1,319.02000000000004,1,1,2,2,1.33,Hibernating,United Kingdom
17223,302,2,426.78999999999985,1,2,2,2,1.67,Hibernating,United Kingdom
17735,29,18,12216.419999999993,3,4,4,4,3.67,Loyal Customers,United Kingdom
17991,217,2,93.350000000000009,1,2,1,2,1.33,Hibernating,United Kingdom
12360,44,3,2662.0599999999986,3,3,4,4,3.33,Loyal Customers,Austria
12616,87,2,713.30000000000007,2,2,3,3,2.33,At Risk,France
12872,318,2,599.9699999999998,1,2,2,2,1.67,Hibernating,United Kingdom
13384,22,7,4151.93,3,4,4,4,3.67,Loyal Customers,United Kingdom
14152,67,2,621.29000000000008,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
14408,2,7,2606.53,4,4,4,4,4.0,Champions,United Kingdom
14664,11,2,637.8900000000001,4,2,2,2,2.67,Recent Customers,United Kingdom
14920,204,2,977.76999999999987,1,2,3,3,2.0,At Risk,United Kingdom
15432,15,1,171.19000000000003,4,1,1,1,2.0,Promising,United Kingdom
15944,268,1,325.09999999999997,1,1,2,2,1.33,Hibernating,United Kingdom
16200,156,1,550.56999999999982,1,1,2,2,1.33,Hibernating,United Kingdom
16456,91,5,2158.37,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
16712,1,11,3645.4299999999953,4,4,4,4,4.0,Champions,United Kingdom
16968,99,1,253.31,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
17480,69,1,511.81999999999982,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
17736,1,3,377.44000000000005,4,3,2,3,3.0,Recent Customers,United Kingdom
18248,114,2,804.02,2,2,3,3,2.33,At Risk,United Kingdom
12361,279,1,189.9,1,1,1,1,1.0,Lost,Belgium
12617,21,1,355.53000000000003,3,1,2,2,2.0,Promising,France
12873,274,1,374.0,1,1,2,2,1.33,Hibernating,United Kingdom
13385,321,1,534.56999999999994,1,1,2,2,1.33,Hibernating,United Kingdom
13897,42,1,311.15999999999997,3,1,2,2,2.0,Promising,United Kingdom
14409,63,6,2059.45,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
14665,52,5,1835.7,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
14921,22,2,1316.0700000000002,3,2,3,3,2.67,Potential Loyalists,United Kingdom
15433,205,2,533.29999999999984,1,2,2,2,1.67,Hibernating,United Kingdom
15689,111,2,254.1,2,2,1,2,1.67,Customers Needing Attention,United Kingdom
15945,357,1,181.0,1,1,1,1,1.0,Lost,United Kingdom
16201,13,3,1354.0699999999997,4,3,3,3,3.33,Recent Customers,United Kingdom
16457,210,1,208.35999999999996,1,1,1,1,1.0,Lost,United Kingdom
16713,10,15,6923.1300000000074,4,4,4,4,4.0,Champions,United Kingdom
16969,31,3,650.4100000000002,3,3,2,3,2.67,Potential Loyalists,United Kingdom
17481,7,3,1083.1900000000005,4,3,3,3,3.33,Recent Customers,United Kingdom
17737,1,2,168.24,4,2,1,2,2.33,Recent Customers,United Kingdom
18249,9,1,95.34,4,1,1,1,2.0,Promising,United Kingdom
12362,27,9,4697.1900000000023,3,4,4,4,3.67,Loyal Customers,Belgium
12618,13,1,177.31,4,1,1,1,2.0,Promising,Italy
13130,86,1,64.0,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
13642,207,1,354.7999999999999,1,1,2,2,1.33,Hibernating,United Kingdom
13898,317,1,155.93,1,1,1,1,1.0,Lost,United Kingdom
14154,231,2,1345.6200000000003,1,2,3,3,2.0,At Risk,United Kingdom
14410,84,9,1105.0699999999995,2,4,3,4,3.0,Can’t Lose Them,United Kingdom
14666,16,1,195.25,4,1,1,1,2.0,Promising,United Kingdom
15178,252,1,40.5,1,1,1,1,1.0,Lost,United Kingdom
15434,23,4,890.58000000000038,3,3,3,3,3.0,Potential Loyalists,United Kingdom
15690,92,1,111.0,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16202,352,1,365.27000000000004,1,1,2,2,1.33,Hibernating,United Kingdom
16458,6,17,3307.2400000000011,4,4,4,4,4.0,Champions,United Kingdom
16714,210,3,1161.5299999999997,1,3,3,3,2.33,At Risk,United Kingdom
17226,300,1,393.49,1,1,2,2,1.33,Hibernating,United Kingdom
17738,11,4,1879.0500000000002,4,3,4,4,3.67,Champions,United Kingdom
17994,113,4,678.49,2,3,3,3,2.67,At Risk,United Kingdom
18250,302,1,349.26999999999992,1,1,2,2,1.33,Hibernating,United Kingdom
12619,8,9,3641.2400000000002,4,4,4,4,4.0,Champions,Germany
12875,135,2,343.23000000000008,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
13131,15,3,1073.3,4,3,3,3,3.33,Recent Customers,United Kingdom
13643,23,3,519.44,3,3,2,3,2.67,Potential Loyalists,United Kingdom
13899,8,2,388.51999999999992,4,2,2,2,2.67,Recent Customers,United Kingdom
14155,258,1,118.75,1,1,1,1,1.0,Lost,United Kingdom
14411,302,1,1063.0,1,1,3,2,1.67,Hibernating,United Kingdom
14667,2,25,9241.2000000000044,4,4,4,4,4.0,Champions,United Kingdom
14923,42,1,749.09999999999991,3,1,3,2,2.33,Promising,United Kingdom
15179,10,5,2206.9499999999994,4,4,4,4,4.0,Champions,United Kingdom
15435,14,1,149.29,4,1,1,1,2.0,Promising,United Kingdom
15691,244,1,136.8,1,1,1,1,1.0,Lost,United Kingdom
15947,74,1,1708.24,2,1,4,3,2.33,At Risk,United Kingdom
16203,50,4,592.89999999999986,2,3,2,3,2.33,At Risk,United Kingdom
16715,70,1,301.71999999999997,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16971,30,1,357.21000000000004,3,1,2,2,2.0,Promising,United Kingdom
17227,10,6,939.32,4,4,3,4,3.67,Champions,United Kingdom
17483,57,3,414.04000000000008,2,3,2,3,2.33,At Risk,United Kingdom
17739,3,7,2791.35,4,4,4,4,4.0,Champions,United Kingdom
17995,273,1,76.1,1,1,1,1,1.0,Lost,United Kingdom
18251,79,1,4314.7199999999993,2,1,4,3,2.33,At Risk,United Kingdom
12364,32,3,1002.7800000000001,3,3,3,3,3.0,Potential Loyalists,Belgium
12620,6,3,1339.4099999999999,4,3,3,3,3.33,Recent Customers,France
12876,49,2,2218.0199999999986,3,2,4,3,3.0,Potential Loyalists,Belgium
13132,253,1,77.3,1,1,1,1,1.0,Lost,United Kingdom
13388,123,2,677.10000000000014,2,2,3,3,2.33,At Risk,United Kingdom
13644,8,4,2624.2600000000011,4,3,4,4,3.67,Champions,United Kingdom
13900,175,3,740.94999999999959,1,3,3,3,2.33,At Risk,United Kingdom
14156,1,55,117379.62999999979,4,4,4,4,4.0,Champions,EIRE
14412,34,2,770.0300000000002,3,2,3,3,2.67,Potential Loyalists,United Kingdom
14924,237,1,310.05000000000007,1,1,2,2,1.33,Hibernating,United Kingdom
15180,359,1,87.5,1,1,1,1,1.0,Lost,United Kingdom
15436,4,3,1122.5300000000002,4,3,3,3,3.33,Recent Customers,United Kingdom
15692,20,1,191.04000000000002,3,1,1,1,1.67,Promising,United Kingdom
15948,35,1,644.2399999999999,3,1,2,2,2.0,Promising,United Kingdom
16204,15,1,405.71,4,1,2,2,2.33,Recent Customers,United Kingdom
16460,20,3,814.71999999999969,3,3,3,3,3.0,Potential Loyalists,United Kingdom
16716,258,2,901.2,1,2,3,3,2.0,At Risk,United Kingdom
17228,7,8,1906.0900000000015,4,4,4,4,4.0,Champions,United Kingdom
18252,42,2,526.67,3,2,2,2,2.33,Promising,United Kingdom
12365,283,2,641.37999999999988,1,2,2,2,1.67,Hibernating,Cyprus
12621,15,19,12501.469999999992,4,4,4,4,4.0,Champions,Germany
12877,16,11,1436.1100000000008,4,4,3,4,3.67,Champions,United Kingdom
13133,265,2,109.80000000000001,1,2,1,2,1.33,Hibernating,United Kingdom
13389,3,3,797.96000000000026,4,3,3,3,3.33,Recent Customers,United Kingdom
13645,112,1,252.1,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
13901,64,5,2867.1999999999994,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
14157,11,2,432.88000000000011,4,2,2,2,2.67,Recent Customers,United Kingdom
14413,354,1,122.69999999999999,1,1,1,1,1.0,Lost,United Kingdom
14669,233,3,1269.9900000000002,1,3,3,3,2.33,At Risk,United Kingdom
15181,58,3,689.4799999999999,2,3,3,3,2.67,At Risk,United Kingdom
15437,254,1,200.15999999999997,1,1,1,1,1.0,Lost,United Kingdom
15949,8,2,364.71999999999997,4,2,2,2,2.67,Recent Customers,United Kingdom
16205,22,4,761.37999999999965,3,3,3,3,3.0,Potential Loyalists,United Kingdom
16461,169,1,151.42000000000002,1,1,1,1,1.0,Lost,United Kingdom
16717,15,6,3858.3799999999987,4,4,4,4,4.0,Champions,United Kingdom
17229,88,2,318.76000000000016,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
17997,66,8,1970.6700000000026,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
12622,224,1,180.1,1,1,1,1,1.0,Lost,Germany
12878,228,2,854.99,1,2,3,3,2.0,At Risk,United Kingdom
13134,77,4,1793.5800000000002,2,3,4,4,3.0,Can’t Lose Them,United Kingdom
13390,66,1,544.07999999999993,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
14158,32,1,507.65999999999997,3,1,2,2,2.0,Promising,United Kingdom
14414,83,7,1496.9800000000002,2,4,3,4,3.0,Can’t Lose Them,United Kingdom
14670,272,2,411.53,1,2,2,2,1.67,Hibernating,United Kingdom
15182,146,2,622.85,1,2,2,2,1.67,Hibernating,United Kingdom
15438,123,1,156.58000000000004,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
15694,17,12,5607.7199999999993,3,4,4,4,3.67,Loyal Customers,United Kingdom
15950,23,4,1765.5099999999991,3,3,4,4,3.33,Loyal Customers,United Kingdom
16206,46,4,537.06000000000006,3,3,2,3,2.67,Potential Loyalists,United Kingdom
16462,65,3,136.0,2,3,1,2,2.0,Customers Needing Attention,United Kingdom
16718,361,1,623.75,1,1,2,2,1.33,Hibernating,United Kingdom
17230,256,8,3638.41,1,4,4,4,3.0,Can’t Lose Them,United Kingdom
17486,253,1,396.87,1,1,2,2,1.33,Hibernating,United Kingdom
17742,105,2,355.11000000000007,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
12623,268,1,305.1,1,1,1,1,1.0,Lost,Germany
12879,36,3,573.22,3,3,2,3,2.67,Potential Loyalists,United Kingdom
13135,188,1,3096.0,1,1,4,3,2.0,At Risk,United Kingdom
13391,195,1,59.8,1,1,1,1,1.0,Lost,United Kingdom
13647,1,4,1678.12,4,3,4,4,3.67,Champions,United Kingdom
14159,11,11,4693.0099999999875,4,4,4,4,4.0,Champions,United Kingdom
14415,11,12,4804.3300000000017,4,4,4,4,4.0,Champions,United Kingdom
15695,258,2,409.98,1,2,2,2,1.67,Hibernating,United Kingdom
15951,277,1,375.16999999999996,1,1,2,2,1.33,Hibernating,United Kingdom
16207,17,1,394.37999999999994,3,1,2,2,2.0,Promising,United Kingdom
16463,13,4,1422.4,4,3,3,3,3.33,Recent Customers,United Kingdom
16719,6,7,1790.4200000000005,4,4,4,4,4.0,Champions,United Kingdom
17231,4,10,3174.3200000000024,4,4,4,4,4.0,Champions,United Kingdom
17999,29,2,382.05999999999995,3,2,2,2,2.33,Promising,United Kingdom
18255,81,1,103.3,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
12624,98,2,641.13,2,2,2,2,2.0,Customers Needing Attention,France
13136,48,5,2607.6100000000006,3,4,4,4,3.67,Loyal Customers,United Kingdom
13904,29,2,332.64,3,2,2,2,2.33,Promising,United Kingdom
14416,14,2,490.22,4,2,2,2,2.67,Recent Customers,United Kingdom
14672,226,2,765.55,1,2,3,3,2.0,At Risk,United Kingdom
15184,21,2,406.76,3,2,2,2,2.33,Promising,United Kingdom
15440,46,3,383.67999999999989,3,3,2,3,2.67,Potential Loyalists,United Kingdom
15696,25,8,2736.4600000000005,3,4,4,4,3.67,Loyal Customers,United Kingdom
15952,25,4,806.56999999999994,3,3,3,3,3.0,Potential Loyalists,United Kingdom
16208,36,2,664.2600000000001,3,2,3,3,2.67,Potential Loyalists,United Kingdom
16464,11,3,1314.6800000000005,4,3,3,3,3.33,Recent Customers,United Kingdom
16720,18,1,155.24,3,1,1,1,1.67,Promising,United Kingdom
16976,259,1,251.51999999999998,1,1,1,1,1.0,Lost,United Kingdom
17232,6,1,208.04000000000002,4,1,1,1,2.0,Promising,United Kingdom
17744,17,5,1592.0199999999998,3,4,4,4,3.67,Loyal Customers,United Kingdom
12625,203,2,2683.8199999999988,1,2,4,3,2.33,At Risk,Germany
12881,267,1,298.0,1,1,1,1,1.0,Lost,United Kingdom
13137,2,8,3650.4099999999989,4,4,4,4,4.0,Champions,United Kingdom
13649,248,2,346.60000000000008,1,2,2,2,1.67,Hibernating,United Kingdom
14161,207,3,1110.5199999999998,1,3,3,3,2.33,At Risk,United Kingdom
14673,1,4,1369.6299999999999,4,3,3,3,3.33,Recent Customers,United Kingdom
14929,24,1,223.88,3,1,1,1,1.67,Promising,United Kingdom
15185,62,1,310.62000000000006,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
15953,7,8,1659.3800000000003,4,4,4,4,4.0,Champions,United Kingdom
16209,80,5,2262.6200000000003,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
16721,254,1,292.47,1,1,1,1,1.0,Lost,United Kingdom
17233,27,1,190.87999999999997,3,1,1,1,1.67,Promising,United Kingdom
17489,50,2,376.64,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
18001,4,2,417.2299999999999,4,2,2,2,2.67,Recent Customers,United Kingdom
18257,31,8,2337.63,3,4,4,4,3.67,Loyal Customers,United Kingdom
12370,43,3,3268.4899999999989,3,3,4,4,3.33,Loyal Customers,Cyprus
12370,349,1,277.2,1,1,1,1,1.0,Lost,Austria
12626,15,9,6620.4799999999977,4,4,4,4,4.0,Champions,Germany
12882,1,2,1463.0399999999997,4,2,3,3,3.0,Recent Customers,United Kingdom
13138,14,6,962.3900000000001,4,4,3,4,3.67,Champions,United Kingdom
13394,45,7,2217.9199999999996,3,4,4,4,3.67,Loyal Customers,United Kingdom
13650,8,6,1836.3400000000001,4,4,4,4,4.0,Champions,United Kingdom
14162,165,2,289.36,1,2,1,2,1.33,Hibernating,United Kingdom
14418,17,2,1039.9,3,2,3,3,2.67,Potential Loyalists,United Kingdom
14930,100,3,2372.860000000001,2,3,4,4,3.0,Can’t Lose Them,Channel Islands
15186,6,2,411.40999999999997,4,2,2,2,2.67,Recent Customers,United Kingdom
15442,240,1,594.0,1,1,2,2,1.33,Hibernating,United Kingdom
16210,1,17,17486.899999999994,4,4,4,4,4.0,Champions,United Kingdom
16466,25,7,1603.4600000000009,3,4,4,4,3.67,Loyal Customers,United Kingdom
16722,9,13,4730.8099999999986,4,4,4,4,4.0,Champions,United Kingdom
16978,69,1,344.33,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
17234,174,1,149.89,1,1,1,1,1.0,Lost,United Kingdom
17490,56,4,1321.2199999999996,2,3,3,3,2.67,At Risk,United Kingdom
17746,232,1,110.25,1,1,1,1,1.0,Lost,United Kingdom
12371,36,2,1887.9600000000003,3,2,4,3,3.0,Potential Loyalists,Switzerland
12627,2,7,4478.53,4,4,4,4,4.0,Champions,Germany
12883,16,4,703.47000000000025,4,3,3,3,3.33,Recent Customers,United Kingdom
13139,8,7,5064.9400000000023,4,4,4,4,4.0,Champions,United Kingdom
13395,177,1,307.71999999999997,1,1,2,2,1.33,Hibernating,United Kingdom
13651,27,2,94.2,3,2,1,2,2.0,Promising,United Kingdom
14163,79,4,2445.9100000000003,2,3,4,4,3.0,Can’t Lose Them,United Kingdom
14419,2,6,1058.0600000000002,4,4,3,4,3.67,Champions,United Kingdom
14675,8,1,604.74999999999966,4,1,2,2,2.33,Recent Customers,United Kingdom
14931,14,4,1059.28,4,3,3,3,3.33,Recent Customers,Channel Islands
15187,7,13,3944.7000000000012,4,4,4,4,4.0,Champions,United Kingdom
15443,4,6,2857.4,4,4,4,4,4.0,Champions,United Kingdom
15699,9,1,309.65000000000003,4,1,2,2,2.33,Recent Customers,United Kingdom
15955,16,14,4416.2600000000011,4,4,4,4,4.0,Champions,United Kingdom
16211,80,1,547.0200000000001,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
16723,83,2,589.15000000000009,2,2,2,2,2.0,Customers Needing Attention,United Kingdom
16979,9,5,1620.2600000000004,4,4,4,4,4.0,Champions,United Kingdom
17235,17,2,550.06,3,2,2,2,2.33,Promising,United Kingdom
17491,6,9,3115.9700000000007,4,4,4,4,4.0,Champions,United Kingdom
17747,104,1,71.4,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
18259,16,3,2338.6000000000008,4,3,4,4,3.67,Champions,United Kingdom
12372,63,3,1298.0400000000004,2,3,3,3,2.67,At Risk,Denmark
12628,25,2,571.20999999999992,3,2,2,2,2.33,Promising,Germany
12884,80,1,309.05,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
13140,100,3,423.71999999999991,2,3,2,3,2.33,At Risk,United Kingdom
13396,21,2,1360.9899999999996,3,2,3,3,2.67,Potential Loyalists,United Kingdom
13652,37,3,1095.08,3,3,3,3,3.0,Potential Loyalists,United Kingdom
13908,71,4,2369.55,2,3,4,4,3.0,Can’t Lose Them,United Kingdom
14164,62,2,1631.77,2,2,4,3,2.67,At Risk,United Kingdom
14420,91,1,387.5200000000001,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
14676,23,6,2548.24,3,4,4,4,3.67,Loyal Customers,United Kingdom
14932,357,1,363.52999999999992,1,1,2,2,1.33,Hibernating,Channel Islands
15444,1,2,1418.2600000000009,4,2,3,3,3.0,Recent Customers,United Kingdom
15700,164,2,696.6799999999995,1,2,3,3,2.0,At Risk,United Kingdom
16212,11,2,690.33999999999992,4,2,3,3,3.0,Recent Customers,United Kingdom
16468,66,1,74.9,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16980,247,2,1078.9600000000005,1,2,3,3,2.0,At Risk,United Kingdom
17236,4,6,916.13000000000045,4,4,3,4,3.67,Champions,United Kingdom
17492,240,1,374.57000000000005,1,1,2,2,1.33,Hibernating,United Kingdom
18004,354,1,169.47,1,1,1,1,1.0,Lost,United Kingdom
18260,164,6,2643.2000000000016,1,4,4,4,3.0,Can’t Lose Them,United Kingdom
12373,303,1,364.6,1,1,2,2,1.33,Hibernating,Austria
12885,55,3,1175.2199999999998,2,3,3,3,2.67,At Risk,United Kingdom
13141,76,5,2388.7499999999991,2,4,4,4,3.33,Can’t Lose Them,United Kingdom
13397,64,5,1544.1299999999997,2,4,3,4,3.0,Can’t Lose Them,United Kingdom
14165,267,1,122.53999999999999,1,1,1,1,1.0,Lost,United Kingdom
14421,49,2,813.11000000000013,3,2,3,3,2.67,Potential Loyalists,United Kingdom
15189,2,38,15030.730000000005,4,4,4,4,4.0,Champions,United Kingdom
15445,256,1,113.5,1,1,1,1,1.0,Lost,United Kingdom
15701,60,3,1223.2000000000007,2,3,3,3,2.67,At Risk,United Kingdom
15957,23,1,428.88999999999993,3,1,2,2,2.0,Promising,United Kingdom
16213,70,1,159.0,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16469,15,4,650.43000000000006,4,3,2,3,3.0,Recent Customers,United Kingdom
16725,294,7,781.02000000000044,1,4,3,4,2.67,Can’t Lose Them,United Kingdom
17237,3,2,314.69,4,2,2,2,2.67,Recent Customers,United Kingdom
17749,170,2,674.52,1,2,3,3,2.0,At Risk,United Kingdom
18005,39,1,139.97,3,1,1,1,1.67,Promising,United Kingdom
18261,35,2,324.24,3,2,2,2,2.33,Promising,United Kingdom
12374,17,1,742.93,3,1,3,2,2.33,Promising,Austria
12630,1,2,1270.8799999999997,4,2,3,3,3.0,Recent Customers,Finland
12886,59,2,1378.4000000000003,2,2,3,3,2.33,At Risk,United Kingdom
13142,11,1,307.09000000000003,4,1,2,2,2.33,Recent Customers,United Kingdom
13398,184,1,457.34,1,1,2,2,1.33,Hibernating,United Kingdom
13654,35,6,2707.3299999999981,3,4,4,4,3.67,Loyal Customers,United Kingdom
14422,9,5,3881.63,4,4,4,4,4.0,Champions,United Kingdom
14934,73,2,1890.94,2,2,4,3,2.67,At Risk,Channel Islands
15958,66,1,104.35,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16214,162,3,1062.75,1,3,3,3,2.33,At Risk,United Kingdom
16470,43,4,762.39,3,3,3,3,3.0,Potential Loyalists,United Kingdom
16726,18,5,1382.0200000000007,3,4,3,4,3.33,Loyal Customers,United Kingdom
16982,52,1,384.06,2,1,2,2,1.67,Customers Needing Attention,United Kingdom
17238,9,15,3104.1800000000026,4,4,4,4,4.0,Champions,United Kingdom
17750,28,8,1684.2500000000002,3,4,4,4,3.67,Loyal Customers,United Kingdom
18006,15,1,444.68,4,1,2,2,2.33,Recent Customers,United Kingdom
18262,132,1,149.48000000000002,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
12375,2,2,457.50000000000006,4,2,2,2,2.67,Recent Customers,Finland
12631,49,1,640.5,3,1,2,2,2.0,Promising,Finland
13655,106,2,932.97000000000014,2,2,3,3,2.33,At Risk,United Kingdom
13911,49,9,2580.9099999999989,3,4,4,4,3.67,Loyal Customers,United Kingdom
14167,31,4,574.83999999999992,3,3,2,3,2.67,Potential Loyalists,United Kingdom
14423,210,1,265.2,1,1,1,1,1.0,Lost,United Kingdom
14935,289,1,1784.71,1,1,4,3,2.0,At Risk,Channel Islands
15447,322,1,155.17,1,1,1,1,1.0,Lost,United Kingdom
15703,256,1,211.50000000000003,1,1,1,1,1.0,Lost,United Kingdom
16215,72,1,242.34999999999997,2,1,1,1,1.33,Customers Needing Attention,United Kingdom
16471,266,1,223.95000000000005,1,1,1,1,1.0,Lost,United Kingdom
16727,356,1,272.81999999999994,1,1,1,1,1.0,Lost,United Kingdom
16983,4,7,1931.2499999999995,4,4,4,4,4.0,Champions,United Kingdom
17239,304,1,382.49999999999994,1,1,2,2,1.33,Hibernating,United Kingdom
17495,30,1,342.59,3,1,2,2,2.0,Promising,United Kingdom
18263,17,3,1213.1599999999996,3,3,3,3,3.0,Potential Loyalists,United Kingdom
12888,206,2,354.12,1,2,2,2,1.67,Hibernating,United Kingdom
13144,324,1,110.95,1,1,1,1,1.0,Lost,United Kingdom
13656,156,2,379.65000000000003,1,2,2,2,1.67,Hibernating,United Kingdom
14424,9,1,322.08,4,1,2,2,2.33,Recent Customers,United Kingdom
14680,17,16,28754.11,3,4,4,4,3.67,Loyal Customers,United Kingdom
14936,25,8,8137.0199999999995,3,4,4,4,3.67,Loyal Customers,Channel Islands
15192,111,3,1044.3200000000004,2,3,3,3,2.67,At Risk,United Kingdom
15448,304,1,494.64,1,1,2,2,1.33,Hibernating,United Kingdom
15704,132,4,2293.62,2,3,4,4,3.0,Can’t Lose Them,United Kingdom
16216,259,1,914.93000000000018,1,1,3,2,1.67,Hibernating,United Kingdom
16728,38,4,1054.67,3,3,3,3,3.0,Potential Loyalists,United Kingdom
16984,80,2,4481.3499999999985,2,2,4,3,2.67,At Risk,United Kingdom
